trialDuration,stimulus2Loaded,trialEndTime,maxTrialTime,stimulus1Bid,receivedResponse,delta,rt,selected,rsp,trialStartTime,trialN,stimulus2Bid,stimulus1,stimulus1Loaded,stimulus2
7127.265,True,436873.385,4000,1.96,False,0.94,7127.265,None,NaN,429746.12,198,2.9,Milano,True,AnimalCrackers
6978.11,True,444757.15,4000,0.43,False,1.2,6978.11,None,NaN,437779.04,199,1.63,PeanutMMs,True,PringlesRed
4708.88,True,450571.38,4000,2.88,False,-0.54,4708.88,None,NaN,445862.5,200,2.34,MrGoodbar,True,Sourpatch
6851.635,True,458780.675,4000,2.9,False,-0.64,6851.635,None,NaN,451929.04,201,2.26,AnimalCrackers,True,Hersheykisses
5719.635,True,465367.795,4000,1.84,False,0.13,5719.635,None,NaN,459648.16,202,1.97,Twix,True,PayDay
4000.485,True,471071.6,4000,2.07,False,0.17,4000.485,None,NaN,467071.115,203,2.24,Funyuns_small,True,Almondjoy
308.5,True,471886.05,4000,0.03,True,1.01,308.5,Hersheymilk_several,u,471577.55,204,1.04,Hersheymilk_several,True,Nutterbutter
204.985,True,472595.265,4000,1.41,True,0.1,204.985,Ghiradelli_milk_Almonds,i,472390.28,205,1.51,Oreos,True,Ghiradelli_milk_Almonds
252.85,True,473352.11,4000,0.21,True,0.88,252.85,Doritosranch,u,473099.26,206,1.09,Doritosranch,True,TeddyGrahamschocolate
246.22,True,474107.12,4000,1.65,True,0.12,246.22,CheesyDoritos,i,473860.9,207,1.77,Crunch,True,CheesyDoritos
217.81,True,474834.08,4000,1.96,True,0,217.81,Milano,u,474616.27,208,1.96,Milano,True,Jollyranchergreen
228.17,True,475570.99,4000,2.84,True,-1.43,228.17,Goldfish,u,475342.82,209,1.41,Goldfish,True,RiceKrispyTreat_small
