stimulus1_origWidth,stimulus1_src,stimulus1_positionName,stimulus1_positionCoords,stimulus1_bid,stimulus1_widthPercent,stimulus1_id,stimulus1_width,stimulus1_rescaleHeight,stimulus1_trialN,stimulus1_key,stimulus1_origHeight,stimulus1_loaded,stimulus1_height,stimulus1_imgObject,stimulus2_origWidth,stimulus2_src,stimulus2_positionName,stimulus2_positionCoords,stimulus2_bid,stimulus2_widthPercent,stimulus2_id,stimulus2_width,stimulus2_rescaleHeight,stimulus2_trialN,stimulus2_key,stimulus2_origHeight,stimulus2_loaded,stimulus2_height,stimulus2_imgObject
576,/static/stim/demo/wildberrynerds.bmp,LEFT,"[21.799999999999997, 192]",1.85,0.45,wildberrynerds,319.5,False,16,u,432,True,239.625,{},576,/static/stim/demo/PopTartsCinnamon.bmp,RIGHT,"[369.2, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,16,i,432,True,239.625,{}
576,/static/stim/demo/PopTartsCinnamon.bmp,LEFT,"[21.799999999999997, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,17,u,432,True,239.625,{},576,/static/stim/demo/Lindt_small.bmp,RIGHT,"[369.2, 192]",1.71,0.45,Lindt_small,319.5,False,17,i,432,True,239.625,{}
576,/static/stim/demo/Twinkie.bmp,LEFT,"[21.799999999999997, 192]",2.21,0.45,Twinkie,319.5,False,18,u,432,True,239.625,{},576,/static/stim/demo/wildberrynerds.bmp,RIGHT,"[369.2, 192]",1.85,0.45,wildberrynerds,319.5,False,18,i,432,True,239.625,{}
576,/static/stim/demo/wildberrynerds.bmp,LEFT,"[21.799999999999997, 192]",1.85,0.45,wildberrynerds,319.5,False,19,u,432,True,239.625,{},576,/static/stim/demo/Jollyrancherred.bmp,RIGHT,"[369.2, 192]",1.68,0.45,Jollyrancherred,319.5,False,19,i,432,True,239.625,{}
576,/static/stim/demo/ApplePie.bmp,LEFT,"[21.799999999999997, 192]",1.93,0.45,ApplePie,319.5,False,20,u,432,True,239.625,{},576,/static/stim/demo/CornPops.bmp,RIGHT,"[369.2, 192]",1.75,0.45,CornPops,319.5,False,20,i,432,True,239.625,{}
576,/static/stim/demo/PopTartsCinnamon.bmp,LEFT,"[21.799999999999997, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,21,u,432,True,239.625,{},576,/static/stim/demo/Twinkie.bmp,RIGHT,"[369.2, 192]",2.21,0.45,Twinkie,319.5,False,21,i,432,True,239.625,{}
576,/static/stim/demo/PopTartsCinnamon.bmp,LEFT,"[21.799999999999997, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,22,u,432,True,239.625,{},576,/static/stim/demo/ApplePie.bmp,RIGHT,"[369.2, 192]",1.93,0.45,ApplePie,319.5,False,22,i,432,True,239.625,{}
576,/static/stim/demo/Twinkie.bmp,LEFT,"[21.799999999999997, 192]",2.21,0.45,Twinkie,319.5,False,23,u,432,True,239.625,{},576,/static/stim/demo/CornPops.bmp,RIGHT,"[369.2, 192]",1.75,0.45,CornPops,319.5,False,23,i,432,True,239.625,{}
576,/static/stim/demo/Twinkie.bmp,LEFT,"[21.799999999999997, 192]",2.21,0.45,Twinkie,319.5,False,24,u,432,True,239.625,{},576,/static/stim/demo/PopTartsCinnamon.bmp,RIGHT,"[369.2, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,24,i,432,True,239.625,{}
576,/static/stim/demo/ApplePie.bmp,LEFT,"[21.799999999999997, 192]",1.93,0.45,ApplePie,319.5,False,25,u,432,True,239.625,{},576,/static/stim/demo/PopTartsCinnamon.bmp,RIGHT,"[369.2, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,25,i,432,True,239.625,{}
576,/static/stim/demo/PopTartsCinnamon.bmp,LEFT,"[21.799999999999997, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,26,u,432,True,239.625,{},576,/static/stim/demo/Jollyrancherred.bmp,RIGHT,"[369.2, 192]",1.68,0.45,Jollyrancherred,319.5,False,26,i,432,True,239.625,{}
576,/static/stim/demo/CornPops.bmp,LEFT,"[21.799999999999997, 192]",1.75,0.45,CornPops,319.5,False,27,u,432,True,239.625,{},576,/static/stim/demo/FrootLoops.bmp,RIGHT,"[369.2, 192]",1.66,0.45,FrootLoops,319.5,False,27,i,432,True,239.625,{}
576,/static/stim/demo/FrootLoops.bmp,LEFT,"[21.799999999999997, 192]",1.66,0.45,FrootLoops,319.5,False,28,u,432,True,239.625,{},576,/static/stim/demo/PopTartsCinnamon.bmp,RIGHT,"[369.2, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,28,i,432,True,239.625,{}
576,/static/stim/demo/Twinkie.bmp,LEFT,"[21.799999999999997, 192]",2.21,0.45,Twinkie,319.5,False,29,u,432,True,239.625,{},576,/static/stim/demo/FrootLoops.bmp,RIGHT,"[369.2, 192]",1.66,0.45,FrootLoops,319.5,False,29,i,432,True,239.625,{}
576,/static/stim/demo/CornPops.bmp,LEFT,"[21.799999999999997, 192]",1.75,0.45,CornPops,319.5,False,30,u,432,True,239.625,{},576,/static/stim/demo/Lindt_small.bmp,RIGHT,"[369.2, 192]",1.71,0.45,Lindt_small,319.5,False,30,i,432,True,239.625,{}
576,/static/stim/demo/Jollyrancherred.bmp,LEFT,"[21.799999999999997, 192]",1.68,0.45,Jollyrancherred,319.5,False,31,u,432,True,239.625,{},576,/static/stim/demo/PopTartsCinnamon.bmp,RIGHT,"[369.2, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,31,i,432,True,239.625,{}
576,/static/stim/demo/Lindt_small.bmp,LEFT,"[21.799999999999997, 192]",1.71,0.45,Lindt_small,319.5,False,32,u,432,True,239.625,{},576,/static/stim/demo/CornPops.bmp,RIGHT,"[369.2, 192]",1.75,0.45,CornPops,319.5,False,32,i,432,True,239.625,{}
576,/static/stim/demo/Jollyrancherred.bmp,LEFT,"[21.799999999999997, 192]",1.68,0.45,Jollyrancherred,319.5,False,33,u,432,True,239.625,{},576,/static/stim/demo/Lindt_small.bmp,RIGHT,"[369.2, 192]",1.71,0.45,Lindt_small,319.5,False,33,i,432,True,239.625,{}
576,/static/stim/demo/Lindt_small.bmp,LEFT,"[21.799999999999997, 192]",1.71,0.45,Lindt_small,319.5,False,34,u,432,True,239.625,{},576,/static/stim/demo/FrootLoops.bmp,RIGHT,"[369.2, 192]",1.66,0.45,FrootLoops,319.5,False,34,i,432,True,239.625,{}
576,/static/stim/demo/Jollyrancherred.bmp,LEFT,"[21.799999999999997, 192]",1.68,0.45,Jollyrancherred,319.5,False,35,u,432,True,239.625,{},576,/static/stim/demo/Twinkie.bmp,RIGHT,"[369.2, 192]",2.21,0.45,Twinkie,319.5,False,35,i,432,True,239.625,{}
576,/static/stim/demo/ApplePie.bmp,LEFT,"[21.799999999999997, 192]",1.93,0.45,ApplePie,319.5,False,36,u,432,True,239.625,{},576,/static/stim/demo/Lindt_small.bmp,RIGHT,"[369.2, 192]",1.71,0.45,Lindt_small,319.5,False,36,i,432,True,239.625,{}
576,/static/stim/demo/PopTartsCinnamon.bmp,LEFT,"[21.799999999999997, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,37,u,432,True,239.625,{},576,/static/stim/demo/wildberrynerds.bmp,RIGHT,"[369.2, 192]",1.85,0.45,wildberrynerds,319.5,False,37,i,432,True,239.625,{}
576,/static/stim/demo/Jollyrancherred.bmp,LEFT,"[21.799999999999997, 192]",1.68,0.45,Jollyrancherred,319.5,False,38,u,432,True,239.625,{},576,/static/stim/demo/ApplePie.bmp,RIGHT,"[369.2, 192]",1.93,0.45,ApplePie,319.5,False,38,i,432,True,239.625,{}
576,/static/stim/demo/Lindt_small.bmp,LEFT,"[21.799999999999997, 192]",1.71,0.45,Lindt_small,319.5,False,39,u,432,True,239.625,{},576,/static/stim/demo/Jollyrancherred.bmp,RIGHT,"[369.2, 192]",1.68,0.45,Jollyrancherred,319.5,False,39,i,432,True,239.625,{}
576,/static/stim/demo/FrootLoops.bmp,LEFT,"[21.799999999999997, 192]",1.66,0.45,FrootLoops,319.5,False,40,u,432,True,239.625,{},576,/static/stim/demo/Jollyrancherred.bmp,RIGHT,"[369.2, 192]",1.68,0.45,Jollyrancherred,319.5,False,40,i,432,True,239.625,{}
576,/static/stim/demo/FrootLoops.bmp,LEFT,"[21.799999999999997, 192]",1.66,0.45,FrootLoops,319.5,False,41,u,432,True,239.625,{},576,/static/stim/demo/CornPops.bmp,RIGHT,"[369.2, 192]",1.75,0.45,CornPops,319.5,False,41,i,432,True,239.625,{}
576,/static/stim/demo/Jollyrancherred.bmp,LEFT,"[21.799999999999997, 192]",1.68,0.45,Jollyrancherred,319.5,False,42,u,432,True,239.625,{},576,/static/stim/demo/FrootLoops.bmp,RIGHT,"[369.2, 192]",1.66,0.45,FrootLoops,319.5,False,42,i,432,True,239.625,{}
576,/static/stim/demo/Jollyrancherred.bmp,LEFT,"[21.799999999999997, 192]",1.68,0.45,Jollyrancherred,319.5,False,43,u,432,True,239.625,{},576,/static/stim/demo/wildberrynerds.bmp,RIGHT,"[369.2, 192]",1.85,0.45,wildberrynerds,319.5,False,43,i,432,True,239.625,{}
576,/static/stim/demo/Lindt_small.bmp,LEFT,"[21.799999999999997, 192]",1.71,0.45,Lindt_small,319.5,False,44,u,432,True,239.625,{},576,/static/stim/demo/Twinkie.bmp,RIGHT,"[369.2, 192]",2.21,0.45,Twinkie,319.5,False,44,i,432,True,239.625,{}
576,/static/stim/demo/PopTartsCinnamon.bmp,LEFT,"[21.799999999999997, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,45,u,432,True,239.625,{},576,/static/stim/demo/FrootLoops.bmp,RIGHT,"[369.2, 192]",1.66,0.45,FrootLoops,319.5,False,45,i,432,True,239.625,{}
576,/static/stim/demo/PopTartsCinnamon.bmp,LEFT,"[21.799999999999997, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,46,u,432,True,239.625,{},576,/static/stim/demo/CornPops.bmp,RIGHT,"[369.2, 192]",1.75,0.45,CornPops,319.5,False,46,i,432,True,239.625,{}
576,/static/stim/demo/CornPops.bmp,LEFT,"[21.799999999999997, 192]",1.75,0.45,CornPops,319.5,False,47,u,432,True,239.625,{},576,/static/stim/demo/PopTartsCinnamon.bmp,RIGHT,"[369.2, 192]",1.41,0.45,PopTartsCinnamon,319.5,False,47,i,432,True,239.625,{}
576,/static/stim/demo/FrootLoops.bmp,LEFT,"[21.799999999999997, 192]",1.66,0.45,FrootLoops,319.5,False,48,u,432,True,239.625,{},576,/static/stim/demo/wildberrynerds.bmp,RIGHT,"[369.2, 192]",1.85,0.45,wildberrynerds,319.5,False,48,i,432,True,239.625,{}
576,/static/stim/demo/Lindt_small.bmp,LEFT,"[21.799999999999997, 192]",1.71,0.45,Lindt_small,319.5,False,49,u,432,True,239.625,{},576,/static/stim/demo/wildberrynerds.bmp,RIGHT,"[369.2, 192]",1.85,0.45,wildberrynerds,319.5,False,49,i,432,True,239.625,{}
576,/static/stim/demo/Twinkie.bmp,LEFT,"[21.799999999999997, 192]",2.21,0.45,Twinkie,319.5,False,50,u,432,True,239.625,{},576,/static/stim/demo/Jollyrancherred.bmp,RIGHT,"[369.2, 192]",1.68,0.45,Jollyrancherred,319.5,False,50,i,432,True,239.625,{}
576,/static/stim/demo/wildberrynerds.bmp,LEFT,"[21.799999999999997, 192]",1.85,0.45,wildberrynerds,319.5,False,51,u,432,True,239.625,{},576,/static/stim/demo/Twinkie.bmp,RIGHT,"[369.2, 192]",2.21,0.45,Twinkie,319.5,False,51,i,432,True,239.625,{}
576,/static/stim/demo/Twinkie.bmp,LEFT,"[21.799999999999997, 192]",2.21,0.45,Twinkie,319.5,False,52,u,432,True,239.625,{},576,/static/stim/demo/ApplePie.bmp,RIGHT,"[369.2, 192]",1.93,0.45,ApplePie,319.5,False,52,i,432,True,239.625,{}
576,/static/stim/demo/Jollyrancherred.bmp,LEFT,"[21.799999999999997, 192]",1.68,0.45,Jollyrancherred,319.5,False,53,u,432,True,239.625,{},576,/static/stim/demo/CornPops.bmp,RIGHT,"[369.2, 192]",1.75,0.45,CornPops,319.5,False,53,i,432,True,239.625,{}
576,/static/stim/demo/ApplePie.bmp,LEFT,"[21.799999999999997, 192]",1.93,0.45,ApplePie,319.5,False,54,u,432,True,239.625,{},576,/static/stim/demo/Jollyrancherred.bmp,RIGHT,"[369.2, 192]",1.68,0.45,Jollyrancherred,319.5,False,54,i,432,True,239.625,{}
576,/static/stim/demo/wildberrynerds.bmp,LEFT,"[21.799999999999997, 192]",1.85,0.45,wildberrynerds,319.5,False,55,u,432,True,239.625,{},576,/static/stim/demo/Lindt_small.bmp,RIGHT,"[369.2, 192]",1.71,0.45,Lindt_small,319.5,False,55,i,432,True,239.625,{}
