date,delta,maxTrialTime,receivedResponse,rsp,rt,selected,stimulus1,stimulus1Bid,stimulus1Loaded,stimulus2,stimulus2Bid,stimulus2Loaded,subjectID,trialDuration,trialEndTime,trialN,trialStartTime
2018-01-03 14:58:35,0.22,4000,True,u,393.365,RiceKrispyTreat_small,RiceKrispyTreat_small,0.43,True,Laffytaffyred_one,0.65,True,MDMMT0010,393.365,774.075,0,380.71
2018-01-03 14:58:35,-0.41,4000,True,i,151.305,Hersheykisses,Jollyranchergreen,2.48,True,Hersheykisses,2.07,True,MDMMT0010,151.305,1430.99,1,1279.685
2018-01-03 14:58:35,2.48,4000,True,u,29.705,Almondjoy,Almondjoy,0.0,True,Jollyranchergreen,2.48,True,MDMMT0010,29.705,1965.795,2,1936.09
2018-01-03 14:58:35,0.75,4000,True,u,15.615,Hersheykisses,Hersheykisses,2.07,True,Whatchamacallit,2.82,True,MDMMT0010,15.615,2488.74,3,2473.125
2018-01-03 14:58:35,-2.3,4000,True,u,74.535,Reeses,Reeses,9.53,True,BabyRuth,7.23,True,MDMMT0010,74.535,3066.935,4,2992.4
2018-01-03 14:58:35,-0.25,4000,True,i,160.805,SourSkittles,Granolabar,6.6,True,SourSkittles,6.35,True,MDMMT0010,160.805,3732.905,5,3572.1
2018-01-03 14:58:35,0.67,4000,True,i,104.595,Granolabar,Riprolls,5.93,True,Granolabar,6.6,True,MDMMT0010,104.595,4342.875,6,4238.28
2018-01-03 14:58:35,-2.97,4000,True,i,4.675,SourSkittles,KitKat_small,9.32,False,SourSkittles,6.35,True,MDMMT0010,4.675,4854.65,7,4849.975
2018-01-03 14:58:35,-5.42,4000,True,u,53.425,BabyRuth,BabyRuth,7.23,True,Cheezits,1.81,True,MDMMT0010,53.425,5414.805,8,5361.38
2018-01-03 14:58:35,-1.78,4000,True,u,113.16,Doritosranch,Doritosranch,9.57,True,Hersheymilk_several,7.79,True,MDMMT0010,113.16,6030.845,9,5917.685
2018-01-03 14:58:35,-0.14,4000,True,u,108.645,PeanutMMs,PeanutMMs,9.01,True,3Musketeers,8.87,True,MDMMT0010,108.645,6645.715,10,6537.07
2018-01-03 14:58:35,-2.22,4000,True,i,31.0,Laysclassic,RitzBitz2,6.26,True,Laysclassic,4.04,True,MDMMT0010,31.0,7181.525,11,7150.525
2018-01-03 14:58:35,2.14,4000,True,u,3.165,100grand_small,100grand_small,7.81,False,FamousAmos_small,9.95,False,MDMMT0010,3.165,7689.55,12,7686.385
2018-01-03 14:58:35,-0.38,4000,True,i,50.025,Doritosranch,FamousAmos_small,9.95,True,Doritosranch,9.57,True,MDMMT0010,50.025,8249.625,13,8199.6
2018-01-03 14:58:36,-0.11,4000,True,i,75.065,Chocolate_mm,Milkduds,9.95,True,Chocolate_mm,9.84,True,MDMMT0010,75.065,8853.435,14,8778.37
2018-01-03 14:58:36,1.1,4000,True,u,29.125,starburst,starburst,6.71,True,100grand_small,7.81,True,MDMMT0010,29.125,9395.55,15,9366.425
2018-01-03 14:58:36,-5.9,4000,True,i,107.395,Butterfinger,FigNewton_small,8.04,True,Butterfinger,2.14,True,MDMMT0010,107.395,10007.57,16,9900.175
2018-01-03 14:58:36,-2.88,4000,True,i,118.75,Granolabar,PringlesRed,9.48,True,Granolabar,6.6,True,MDMMT0010,118.75,10630.6,17,10511.85
2018-01-03 14:58:36,-5.92,4000,True,u,20.34,SourSkittles,SourSkittles,6.35,True,RiceKrispyTreat_small,0.43,True,MDMMT0010,20.34,11158.385,18,11138.045
2018-01-03 14:58:36,0.41,4000,True,i,54.295,Keeblerfudgestripes,Whatchamacallit,2.82,True,Keeblerfudgestripes,3.23,True,MDMMT0010,54.295,11719.42,19,11665.125
2018-01-03 14:58:36,-0.31,4000,True,u,41.25,Milano,Milano,6.98,True,TootsieRolls,6.67,True,MDMMT0010,41.25,12263.43,20,12222.18
2018-01-03 14:58:36,-6.02,4000,True,i,61.24,Laffytaffyred_one,TootsieRolls,6.67,True,Laffytaffyred_one,0.65,True,MDMMT0010,61.24,12863.465,21,12802.225
2018-01-03 14:58:36,-0.31,4000,True,u,4.235,Dots_one,Dots_one,6.98,False,TootsieRolls,6.67,True,MDMMT0010,4.235,13372.27,22,13368.035
2018-01-03 14:58:36,-0.33,4000,True,i,37.435,Keeblerfudgestripes,Toberlorone,3.56,True,Keeblerfudgestripes,3.23,True,MDMMT0010,37.435,13916.355,23,13878.92
2018-01-03 14:58:36,0.0,4000,True,i,80.005,CheesyDoritos,Milkduds,9.95,True,CheesyDoritos,9.95,True,MDMMT0010,80.005,14543.375,24,14463.37
2018-01-03 14:58:36,0.0,4000,True,i,61.91,MrGoodbar,Crunch,9.81,True,MrGoodbar,9.81,True,MDMMT0010,61.91,15110.155,25,15048.245
2018-01-03 14:58:36,-0.48,4000,True,i,1.41,Toberlorone,Laysclassic,4.04,True,Toberlorone,3.56,True,MDMMT0010,1.41,15615.2,26,15613.79
2018-01-03 14:58:36,1.71,4000,True,u,84.935,RiceKrispyTreat_small,RiceKrispyTreat_small,0.43,True,Butterfinger,2.14,True,MDMMT0010,84.935,16208.325,27,16123.39
2018-01-03 14:58:36,-0.5,4000,True,i,24.76,PayDay,Cheezits,1.81,True,PayDay,1.31,True,MDMMT0010,24.76,16740.095,28,16715.335
2018-01-03 14:58:36,-1.64,4000,True,u,17.61,WheatThins,WheatThins,1.82,False,PopTartsStrawberry,0.18,False,MDMMT0010,17.61,17319.05,29,17301.44
2018-01-03 14:58:36,-0.49,4000,True,u,129.935,MrGoodbar,MrGoodbar,9.81,True,KitKat_small,9.32,True,MDMMT0010,129.935,17952.055,30,17822.12
2018-01-03 14:58:36,-2.97,4000,True,i,48.95,RiceKrispyTreat_small,Ruffles,3.4,True,RiceKrispyTreat_small,0.43,True,MDMMT0010,48.95,18506.07,31,18457.12
2018-01-03 14:58:36,0.45,4000,True,i,113.38,Ghiradelli_milk,Laffytaffyred_one,0.65,True,Ghiradelli_milk,1.1,True,MDMMT0010,113.38,19148.185,32,19034.805
2018-01-03 14:58:36,-0.25,4000,True,u,102.465,CheesyDoritos,CheesyDoritos,9.95,True,Goldfish,9.7,True,MDMMT0010,102.465,19755.175,33,19652.71
2018-01-03 14:58:36,0.42,4000,True,u,206.005,Reeses,Reeses,9.53,True,Milkduds,9.95,True,MDMMT0010,206.005,20470.08,34,20264.075
2018-01-03 14:58:36,-0.25,4000,True,i,61.35,KitKat_small,Doritosranch,9.57,True,KitKat_small,9.32,True,MDMMT0010,61.35,21043.885,35,20982.535
