date,stimulus1_bid,stimulus1_height,stimulus1_id,stimulus1_imgObject,stimulus1_key,stimulus1_loaded,stimulus1_loadedTime,stimulus1_origHeight,stimulus1_origWidth,stimulus1_positionCoords,stimulus1_positionName,stimulus1_rescaleHeight,stimulus1_src,stimulus1_trialN,stimulus1_width,stimulus1_widthPercent,stimulus2_bid,stimulus2_height,stimulus2_id,stimulus2_imgObject,stimulus2_key,stimulus2_loaded,stimulus2_loadedTime,stimulus2_origHeight,stimulus2_origWidth,stimulus2_positionCoords,stimulus2_positionName,stimulus2_rescaleHeight,stimulus2_src,stimulus2_trialN,stimulus2_width,stimulus2_widthPercent,subjectID
2018-01-03 14:58:35,0.43,432,RiceKrispyTreat_small,{},u,True,409.065,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/RiceKrispyTreat_small.bmp,0,576,0.45,0.65,432,Laffytaffyred_one,{},i,True,425.64,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Laffytaffyred_one.bmp,0,576,0.45,MDMMT0010
2018-01-03 14:58:35,2.48,432,Jollyranchergreen,{},u,True,1301.78,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Jollyranchergreen.bmp,1,576,0.45,2.07,432,Hersheykisses,{},i,True,1307.28,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Hersheykisses.bmp,1,576,0.45,MDMMT0010
2018-01-03 14:58:35,0,432,Almondjoy,{},u,True,1952.215,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Almondjoy.bmp,2,576,0.45,2.48,432,Jollyranchergreen,{},i,True,1940.235,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Jollyranchergreen.bmp,2,576,0.45,MDMMT0010
2018-01-03 14:58:35,2.07,432,Hersheykisses,{},u,True,2474.055,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Hersheykisses.bmp,3,576,0.45,2.82,432,Whatchamacallit,{},i,True,2490.43,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Whatchamacallit.bmp,3,576,0.45,MDMMT0010
2018-01-03 14:58:35,9.53,432,Reeses,{},u,True,3016.65,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Reeses.bmp,4,576,0.45,7.23,432,BabyRuth,{},i,True,3016.885,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/BabyRuth.bmp,4,576,0.45,MDMMT0010
2018-01-03 14:58:35,6.6,432,Granolabar,{},u,True,3593.91,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Granolabar.bmp,5,576,0.45,6.35,432,SourSkittles,{},i,True,3599.895,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/SourSkittles.bmp,5,576,0.45,MDMMT0010
2018-01-03 14:58:35,5.93,432,Riprolls,{},u,True,4254.795,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Riprolls.bmp,6,576,0.45,6.6,432,Granolabar,{},i,True,4239.33,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Granolabar.bmp,6,576,0.45,MDMMT0010
2018-01-03 14:58:35,9.32,432,KitKat_small,{},u,True,4870.385,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/KitKat_small.bmp,7,576,0.45,6.35,432,SourSkittles,{},i,True,4850.975,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/SourSkittles.bmp,7,576,0.45,MDMMT0010
2018-01-03 14:58:35,7.23,432,BabyRuth,{},u,True,5362.33,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/BabyRuth.bmp,8,576,0.45,1.81,432,Cheezits,{},i,True,5377.39,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Cheezits.bmp,8,576,0.45,MDMMT0010
2018-01-03 14:58:35,9.57,432,Doritosranch,{},u,True,5939.72,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Doritosranch.bmp,9,576,0.45,7.79,432,Hersheymilk_several,{},i,True,5945.19,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Hersheymilk_several.bmp,9,576,0.45,MDMMT0010
2018-01-03 14:58:35,9.01,432,PeanutMMs,{},u,True,6562.175,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/PeanutMMs.bmp,10,576,0.45,8.87,432,3Musketeers,{},i,True,6568.05,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/3Musketeers.bmp,10,576,0.45,MDMMT0010
2018-01-03 14:58:35,6.26,432,RitzBitz2,{},u,True,7174.615,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/RitzBitz2.bmp,11,576,0.45,4.04,432,Laysclassic,{},i,True,7174.725,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Laysclassic.bmp,11,576,0.45,MDMMT0010
2018-01-03 14:58:35,7.81,432,100grand_small,{},u,True,7711.03,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/100grand_small.bmp,12,576,0.45,9.95,432,FamousAmos_small,{},i,True,7711.27,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/FamousAmos_small.bmp,12,576,0.45,MDMMT0010
2018-01-03 14:58:35,9.95,432,FamousAmos_small,{},u,True,8200.38,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/FamousAmos_small.bmp,13,576,0.45,9.57,432,Doritosranch,{},i,True,8200.665,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Doritosranch.bmp,13,576,0.45,MDMMT0010
2018-01-03 14:58:36,9.95,432,Milkduds,{},u,True,8806.635,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Milkduds.bmp,14,576,0.45,9.84,432,Chocolate_mm,{},i,True,8812.15,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Chocolate_mm.bmp,14,576,0.45,MDMMT0010
2018-01-03 14:58:36,6.71,432,starburst,{},u,True,9383.89,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/starburst.bmp,15,576,0.45,7.81,432,100grand_small,{},i,True,9367.66,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/100grand_small.bmp,15,576,0.45,MDMMT0010
