date,delta,maxTrialTime,receivedResponse,rsp,rt,selected,stimulus1,stimulus1Bid,stimulus1Loaded,stimulus2,stimulus2Bid,stimulus2Loaded,subjectID,trialDuration,trialEndTime,trialN,trialStartTime
2018-01-05 11:27:59,0.0,4000,True,u,375.015,Dots_one,Dots_one,9.9,True,Reeses,9.9,True,MDMMT_0002,375.015,706.695,0,331.68
2018-01-05 11:27:59,-0.04,4000,True,i,124.705,FigNewton_small,Ruffles,3.14,True,FigNewton_small,3.1,True,MDMMT_0002,124.705,1338.855,1,1214.15
2018-01-05 11:27:59,0.26,4000,True,i,115.825,Laysclassic,Goldfish,5.53,True,Laysclassic,5.79,True,MDMMT_0002,115.825,1958.63,2,1842.805
2018-01-05 11:27:59,0.42,4000,True,i,38.015,Crunch,Twix,1.62,True,Crunch,2.04,True,MDMMT_0002,38.015,2502.575,3,2464.56
2018-01-05 11:27:59,-3.36,4000,True,i,113.565,Milkduds,Laysclassic,5.79,True,Milkduds,2.43,True,MDMMT_0002,113.565,3124.58,4,3011.015
2018-01-05 11:27:59,-2.08,4000,True,i,103.72,Funyuns_small,Cheezits,6.81,True,Funyuns_small,4.73,True,MDMMT_0002,103.72,3736.565,5,3632.845
2018-01-05 11:27:59,-0.65,4000,True,i,239.38,ChipsAhoy_small,Crunch,2.04,True,ChipsAhoy_small,1.39,True,MDMMT_0002,239.38,4484.535,6,4245.155
2018-01-05 11:27:59,-2.64,4000,True,i,321.635,WheatThins,MrGoodbar,9.51,True,WheatThins,6.87,True,MDMMT_0002,321.635,5314.465,7,4992.83
2018-01-05 11:27:59,-4.3,4000,True,i,183.475,Riprolls,PopTartsStrawberry,9.15,True,Riprolls,4.85,True,MDMMT_0002,183.475,6004.525,8,5821.05
2018-01-05 11:27:59,0.9,4000,True,i,28.775,Toberlorone,Sourpatch,3.75,True,Toberlorone,4.65,True,MDMMT_0002,28.775,6542.235,9,6513.46
2018-01-05 11:27:59,6.0,4000,True,i,4.22,Reeses,Laffytaffyred_one,3.9,False,Reeses,9.9,True,MDMMT_0002,4.22,7053.345,10,7049.125
2018-01-05 11:27:59,-0.19,4000,True,u,43.275,Snickers,Snickers,4.09,True,Laffytaffyred_one,3.9,True,MDMMT_0002,43.275,7605.32,11,7562.045
2018-01-05 11:27:59,0.63,4000,True,i,58.26,Oreos,Laffytaffyred_one,3.9,True,Oreos,4.53,True,MDMMT_0002,58.26,8167.385,12,8109.125
2018-01-05 11:27:59,0.0,4000,True,i,181.465,FigNewton_small,CheesyDoritos,3.1,True,FigNewton_small,3.1,True,MDMMT_0002,181.465,8876.325,13,8694.86
2018-01-05 11:27:59,-2.42,4000,True,i,118.83,Granolabar,Milkduds,2.43,True,Granolabar,0.01,True,MDMMT_0002,118.83,9499.41,14,9380.58
2018-01-05 11:27:59,-1.73,4000,True,i,95.575,100grand_small,Dots_one,9.9,True,100grand_small,8.17,True,MDMMT_0002,95.575,10100.27,15,10004.695
2018-01-05 11:27:59,0.42,4000,True,u,533.53,Fritos,Fritos,1.56,True,AnimalCrackers,1.98,True,MDMMT_0002,533.53,11138.225,16,10604.695
