date,stimulus1_bid,stimulus1_height,stimulus1_id,stimulus1_imgObject,stimulus1_key,stimulus1_loaded,stimulus1_loadedTime,stimulus1_origHeight,stimulus1_origWidth,stimulus1_positionCoords,stimulus1_positionName,stimulus1_rescaleHeight,stimulus1_src,stimulus1_trialN,stimulus1_width,stimulus1_widthPercent,stimulus2_bid,stimulus2_height,stimulus2_id,stimulus2_imgObject,stimulus2_key,stimulus2_loaded,stimulus2_loadedTime,stimulus2_origHeight,stimulus2_origWidth,stimulus2_positionCoords,stimulus2_positionName,stimulus2_rescaleHeight,stimulus2_src,stimulus2_trialN,stimulus2_width,stimulus2_widthPercent,subjectID
2018-01-03 15:12:01,1.7,432,Hersheykisses,{},u,True,344.425,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Hersheykisses.bmp,0,576,0.45,0.29,432,Granolabar,{},i,True,344.695,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Granolabar.bmp,0,576,0.45,MDMMT0011
2018-01-03 15:12:01,2.85,432,RiceKrispyTreat_small,{},u,True,1742.11,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/RiceKrispyTreat_small.bmp,1,576,0.45,3.37,432,Ghiradelli_milk,{},i,True,1747.16,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Ghiradelli_milk.bmp,1,576,0.45,MDMMT0011
2018-01-03 15:12:01,2.07,432,Slimjim,{},u,True,2327.515,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Slimjim.bmp,2,576,0.45,2.26,432,Skittles,{},i,True,2332.535,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Skittles.bmp,2,576,0.45,MDMMT0011
2018-01-03 15:12:01,9.14,432,Milkduds,{},u,True,2956.995,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Milkduds.bmp,3,576,0.45,8.21,432,Laffytaffyred_one,{},i,True,2962.765,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Laffytaffyred_one.bmp,3,576,0.45,MDMMT0011
2018-01-03 15:12:01,0.04,432,MrGoodbar,{},u,True,3632.14,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/MrGoodbar.bmp,4,576,0.45,1.35,432,Almondjoy,{},i,True,3633.185,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Almondjoy.bmp,4,576,0.45,MDMMT0011
2018-01-03 15:12:01,2.85,432,RiceKrispyTreat_small,{},u,True,4442.815,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/RiceKrispyTreat_small.bmp,5,576,0.45,2.98,432,Cheetos,{},i,True,4460.335,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Cheetos.bmp,5,576,0.45,MDMMT0011
2018-01-03 15:12:01,7.06,432,PopTartsStrawberry,{},u,True,5030.64,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/PopTartsStrawberry.bmp,6,576,0.45,9.14,432,Milkduds,{},i,True,5014.81,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Milkduds.bmp,6,576,0.45,MDMMT0011
2018-01-03 15:12:01,7.2,432,Toberlorone,{},u,True,5617.21,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Toberlorone.bmp,7,576,0.45,7.06,432,PopTartsStrawberry,{},i,True,5600.705,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/PopTartsStrawberry.bmp,7,576,0.45,MDMMT0011
2018-01-03 15:12:01,4.45,432,PringlesRed,{},u,True,6203.62,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/PringlesRed.bmp,8,576,0.45,9.48,432,Twix,{},i,True,6210.26,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Twix.bmp,8,576,0.45,MDMMT0011
2018-01-03 15:12:01,1.45,432,Keeblerfudgestripes,{},u,True,6812.375,432,576,"[38.4, 135.5]",LEFT,False,/static/stim/Keeblerfudgestripes.bmp,9,576,0.45,2.07,432,Slimjim,{},i,True,6794.355,432,576,"[665.6, 135.5]",RIGHT,False,/static/stim/Slimjim.bmp,9,576,0.45,MDMMT0011
