date,delta,maxTrialTime,receivedResponse,rsp,rt,selected,stimulus1,stimulus1Bid,stimulus1Loaded,stimulus2,stimulus2Bid,stimulus2Loaded,subjectID,trialDuration,trialEndTime,trialN,trialStartTime
2018-01-03 14:47:43,-1.0,4000,True,u,488.2,Jollyranchergreen,Jollyranchergreen,9.07,True,Cheezits,8.07,True,MDMMT0009,488.2,815.165,0,326.965
2018-01-03 14:47:43,0.55,4000,True,i,15.24,Keeblerfudgestripes,Milano,4.54,False,Keeblerfudgestripes,5.09,False,MDMMT0009,15.24,1337.99,1,1322.75
2018-01-03 14:47:43,1.65,4000,True,u,117.15,Hersheymilk_several,Hersheymilk_several,0.67,True,starburst,2.32,True,MDMMT0009,117.15,1958.15,2,1841.0
2018-01-03 14:47:43,0.49,4000,True,u,92.725,Milkduds,Milkduds,9.43,True,100grand_small,9.92,True,MDMMT0009,92.725,2558.14,3,2465.415
2018-01-03 14:47:43,5.97,4000,True,u,90.73,Butterfinger,Butterfinger,0.45,True,Twix,6.42,True,MDMMT0009,90.73,3153.005,4,3062.275
2018-01-03 14:47:43,-0.59,4000,True,u,98.595,Ruffles,Ruffles,8.21,True,Almondjoy,7.62,True,MDMMT0009,98.595,3755.0,5,3656.405
2018-01-03 14:47:43,0.23,4000,True,u,47.715,Whatchamacallit,Whatchamacallit,0.14,True,SourSkittles,0.37,True,MDMMT0009,47.715,4310.87,6,4263.155
2018-01-03 14:47:43,1.22,4000,True,u,37.305,PringlesRed,PringlesRed,1.29,True,Toberlorone,2.51,True,MDMMT0009,37.305,4850.83,7,4813.525
2018-01-03 14:47:43,2.41,4000,True,i,60.62,Cheetos,Keeblerfudgestripes,5.09,True,Cheetos,7.5,True,MDMMT0009,60.62,5419.845,8,5359.225
2018-01-03 14:47:43,7.16,4000,True,u,63.97,PeanutMMs,PeanutMMs,0.87,True,Crunch,8.03,True,MDMMT0009,63.97,5986.78,9,5922.81
2018-01-03 14:47:43,-0.34,4000,True,i,158.4,PayDay,Jollyranchergreen,9.07,True,PayDay,8.73,True,MDMMT0009,158.4,6660.935,10,6502.535
2018-01-03 14:47:43,1.64,4000,True,u,237.37,PeanutMMs,PeanutMMs,0.87,True,Laffytaffyred_one,2.51,True,MDMMT0009,237.37,7401.835,11,7164.465
2018-01-03 14:47:43,-0.76,4000,True,i,46.675,Sourpatch,TootsieRolls,3.51,True,Sourpatch,2.75,True,MDMMT0009,46.675,7953.72,12,7907.045
2018-01-03 14:47:43,-0.11,4000,True,i,47.145,Dots_one,Oreos,0.89,True,Dots_one,0.78,True,MDMMT0009,47.145,8535.69,13,8488.545
2018-01-03 14:47:43,-6.64,4000,True,i,176.9,Toberlorone,BabyRuth,9.15,True,Toberlorone,2.51,True,MDMMT0009,176.9,9246.82,14,9069.92
2018-01-03 14:47:43,-0.48,4000,True,i,128.155,CheesyDoritos,MilkyWay,6.57,True,CheesyDoritos,6.09,True,MDMMT0009,128.155,9878.795,15,9750.64
2018-01-03 14:47:43,-0.01,4000,True,u,139.505,Laysclassic,Laysclassic,9.93,True,100grand_small,9.92,True,MDMMT0009,139.505,10522.575,16,10383.07
2018-01-03 14:47:43,-0.86,4000,True,i,292.585,Crunch,Slimjim,8.89,True,Crunch,8.03,True,MDMMT0009,292.585,11317.725,17,11025.14
2018-01-03 14:47:43,1.6,4000,True,i,5.815,Ghiradelli_milk,Ruffles,8.21,True,Ghiradelli_milk,9.81,False,MDMMT0009,5.815,11827.48,18,11821.665
2018-01-03 14:47:43,-2.18,4000,True,u,77.26,starburst,starburst,2.32,True,Whatchamacallit,0.14,True,MDMMT0009,77.26,12409.465,19,12332.205
2018-01-03 14:47:43,0.39,4000,True,i,36.465,MrGoodbar,Cheese_PeanutButterCrackers,9.18,True,MrGoodbar,9.57,True,MDMMT0009,36.465,12953.58,20,12917.115
2018-01-03 14:47:43,0.07,4000,True,u,142.865,Granolabar,Granolabar,9.5,True,MrGoodbar,9.57,True,MDMMT0009,142.865,13647.62,21,13504.755
2018-01-03 14:47:43,0.19,4000,True,i,106.525,ChipsAhoy_small,FlamingCheetos,4.34,True,ChipsAhoy_small,4.53,True,MDMMT0009,106.525,14262.57,22,14156.045
2018-01-03 14:47:43,-5.04,4000,True,u,157.38,MrGoodbar,MrGoodbar,9.57,True,ChipsAhoy_small,4.53,True,MDMMT0009,157.38,14924.58,23,14767.2
2018-01-03 14:47:43,0.5,4000,True,u,41.345,SourSkittles,SourSkittles,0.37,True,PeanutMMs,0.87,True,MDMMT0009,41.345,15470.5,24,15429.155
2018-01-03 14:47:44,-0.16,4000,True,i,295.805,PringlesRed,RiceKrispyTreat_small,1.45,True,PringlesRed,1.29,True,MDMMT0009,295.805,16300.89,25,16005.085
2018-01-03 14:47:44,-3.47,4000,True,u,238.0,FlamingCheetos,FlamingCheetos,4.34,True,PeanutMMs,0.87,True,MDMMT0009,238.0,17044.845,26,16806.845
2018-01-03 14:47:44,1.55,4000,True,i,62.63,CheesyDoritos,Milano,4.54,True,CheesyDoritos,6.09,True,MDMMT0009,62.63,17612.085,27,17549.455
2018-01-03 14:47:44,0.07,4000,True,u,25.89,Jollyranchergreen,Jollyranchergreen,9.07,True,Lollipopred,9.14,True,MDMMT0009,25.89,18143.2,28,18117.31
2018-01-03 14:47:44,0.0,4000,True,i,92.8,Hersheymilk_several,FamousAmos_small,0.67,True,Hersheymilk_several,0.67,True,MDMMT0009,92.8,18739.175,29,18646.375
2018-01-03 14:47:44,0.18,4000,True,i,105.065,Granolabar,Riprolls,9.32,True,Granolabar,9.5,True,MDMMT0009,105.065,19347.305,30,19242.24
2018-01-03 14:47:44,-0.27,4000,True,i,201.535,AnimalCrackers,Fritos,9.84,True,AnimalCrackers,9.57,True,MDMMT0009,201.535,20053.435,31,19851.9
2018-01-03 14:47:44,-1.17,4000,True,i,13.305,Nutterbutter,Twix,6.42,True,Nutterbutter,5.25,False,MDMMT0009,13.305,20575.2,32,20561.895
2018-01-03 14:47:44,0.93,4000,True,i,37.36,Lollipopred,Ruffles,8.21,True,Lollipopred,9.14,True,MDMMT0009,37.36,21116.095,33,21078.735
2018-01-03 14:47:44,-0.36,4000,True,i,85.655,Ghiradelli_milk_Almonds,Jollyranchergreen,9.07,True,Ghiradelli_milk_Almonds,8.71,True,MDMMT0009,85.655,21706.095,34,21620.44
2018-01-03 14:47:44,0.23,4000,True,i,244.705,SourSkittles,Reeses,0.14,True,SourSkittles,0.37,True,MDMMT0009,244.705,22459.175,35,22214.47
2018-01-03 14:47:44,-0.46,4000,True,i,79.35,Goldfish,Ghiradelli_milk_Almonds,8.71,True,Goldfish,8.25,True,MDMMT0009,79.35,23047.17,36,22967.82
2018-01-03 14:47:44,-0.11,4000,True,i,259.485,PringlesRed,RitzBitz2,1.4,True,PringlesRed,1.29,True,MDMMT0009,259.485,23811.165,37,23551.68
2018-01-03 14:47:44,0.19,4000,True,i,269.25,TeddyGrahamschocolate,Cheese_PeanutButterCrackers,9.18,True,TeddyGrahamschocolate,9.37,True,MDMMT0009,269.25,24587.135,38,24317.885
2018-01-03 14:47:44,-3.62,4000,True,i,139.77,3Musketeers,Milano,4.54,True,3Musketeers,0.92,True,MDMMT0009,139.77,25231.105,39,25091.335
2018-01-03 14:47:44,-3.64,4000,True,i,177.065,Oreos,ChipsAhoy_small,4.53,True,Oreos,0.89,True,MDMMT0009,177.065,25912.015,40,25734.95
2018-01-03 14:47:44,1.61,4000,True,i,118.045,KitKat_small,Reeses,0.14,True,KitKat_small,1.75,True,MDMMT0009,118.045,26536.855,41,26418.81
2018-01-03 14:47:44,-5.23,4000,True,i,79.745,FlamingCheetos,AnimalCrackers,9.57,True,FlamingCheetos,4.34,True,MDMMT0009,79.745,27121.875,42,27042.13
2018-01-03 14:47:44,-0.57,4000,True,u,9.25,Cheezits,Cheezits,8.07,True,Cheetos,7.5,True,MDMMT0009,9.25,27638.8,43,27629.55
2018-01-03 14:47:44,-0.05,4000,True,i,3.015,Riprolls,TeddyGrahamschocolate,9.37,True,Riprolls,9.32,True,MDMMT0009,3.015,28144.765,44,28141.75
2018-01-03 14:47:44,0.14,4000,True,i,71.73,AnimalCrackers,Milkduds,9.43,True,AnimalCrackers,9.57,True,MDMMT0009,71.73,28720.715,45,28648.985
2018-01-03 14:47:44,-0.35,4000,True,i,37.4,Hersheykisses,Cheetos,7.5,True,Hersheykisses,7.15,True,MDMMT0009,37.4,29264.835,46,29227.435
2018-01-03 14:47:44,-1.19,4000,True,u,23.745,TootsieRolls,TootsieRolls,3.51,True,starburst,2.32,True,MDMMT0009,23.745,29839.74,47,29815.995
2018-01-03 14:47:44,-0.18,4000,True,i,161.505,Cheezits,Goldfish,8.25,True,Cheezits,8.07,True,MDMMT0009,161.505,30558.805,48,30397.3
2018-01-03 14:47:44,0.47,4000,True,i,89.175,Fritos,TeddyGrahamschocolate,9.37,True,Fritos,9.84,True,MDMMT0009,89.175,31159.8,49,31070.625
2018-01-03 14:47:44,0.41,4000,True,i,33.44,Crunch,Almondjoy,7.62,True,Crunch,8.03,True,MDMMT0009,33.44,31700.63,50,31667.19
2018-01-03 14:47:44,0.03,4000,True,u,73.085,Oreos,Oreos,0.89,True,3Musketeers,0.92,True,MDMMT0009,73.085,32319.575,51,32246.49
2018-01-03 14:47:44,0.25,4000,True,u,47.14,CheesyDoritos,CheesyDoritos,6.09,True,Doritosranch,6.34,True,MDMMT0009,47.14,32882.68,52,32835.54
2018-01-03 14:47:44,0.72,4000,True,u,32.19,Toberlorone,Toberlorone,2.51,True,Snickers,3.23,True,MDMMT0009,32.19,33418.645,53,33386.455
