date,delta,maxTrialTime,receivedResponse,rsp,rt,selected,stimulus1,stimulus1Bid,stimulus1Loaded,stimulus2,stimulus2Bid,stimulus2Loaded,subjectID,trialDuration,trialEndTime,trialN,trialStartTime
2018-01-19 00:55:12,-4.34,4000,True,u,388.07,CheesyDoritos,CheesyDoritos,7.62,True,SourSkittles,3.28,True,MDMMT_0009,388.07,725.04,0,336.97
2018-01-19 00:55:12,2.43,4000,True,i,123.57,Dots_one,Ghiradelli_milk_Almonds,0.0,True,Dots_one,2.43,True,MDMMT_0009,123.57,1355.055,1,1231.485
2018-01-19 00:55:12,-4.55,4000,True,u,66.445,AnimalCrackers,AnimalCrackers,7.09,True,Goldfish,2.54,True,MDMMT_0009,66.445,1924.915,2,1858.47
2018-01-19 00:55:12,-0.97,4000,True,i,150.41,Chocolate_mm,Hersheymilk_several,4.5,True,Chocolate_mm,3.53,True,MDMMT_0009,150.41,2581.965,3,2431.555
2018-01-19 00:55:12,-0.16,4000,True,u,86.16,CheesyDoritos,CheesyDoritos,7.62,True,Granolabar,7.46,True,MDMMT_0009,86.16,3172.9,4,3086.74
2018-01-19 00:55:12,-1.19,4000,True,u,56.95,Skittles,Skittles,6.0,True,Funyuns_small,4.81,True,MDMMT_0009,56.95,3736.77,5,3679.82
2018-01-19 00:55:12,-2.35,4000,True,i,37.145,Dots_one,Sourpatch,4.78,True,Dots_one,2.43,True,MDMMT_0009,37.145,4281.705,6,4244.56
2018-01-19 00:55:12,-5.81,4000,True,i,60.275,Ghiradelli_milk_Almonds,TeddyGrahamschocolate,5.81,True,Ghiradelli_milk_Almonds,0.0,True,MDMMT_0009,60.275,4846.78,7,4786.505
2018-01-19 00:55:12,-0.33,4000,True,i,98.225,Doritosranch,starburst,6.98,True,Doritosranch,6.65,True,MDMMT_0009,98.225,5471.775,8,5373.55
2018-01-19 00:55:13,-5.78,4000,True,i,78.47,BabyRuth,3Musketeers,6.48,True,BabyRuth,0.7,True,MDMMT_0009,78.47,6054.75,9,5976.28
2018-01-19 00:55:13,-1.37,4000,True,u,128.515,Dots_one,Dots_one,2.43,True,PeanutMMs,1.06,True,MDMMT_0009,128.515,6687.78,10,6559.265
2018-01-19 00:55:13,0.42,4000,True,u,71.125,Laysclassic,Laysclassic,6.0,True,RiceKrispyTreat_small,6.42,True,MDMMT_0009,71.125,7264.52,11,7193.395
2018-01-19 00:55:13,0.8,4000,True,i,221.025,Hersheykisses,Toberlorone,5.32,True,Hersheykisses,6.12,True,MDMMT_0009,221.025,7996.63,12,7775.605
