date,stimulus1_bid,stimulus1_height,stimulus1_id,stimulus1_imgObject,stimulus1_key,stimulus1_loaded,stimulus1_loadedTime,stimulus1_origHeight,stimulus1_origWidth,stimulus1_positionCoords,stimulus1_positionName,stimulus1_rescaleHeight,stimulus1_src,stimulus1_trialN,stimulus1_width,stimulus1_widthPercent,stimulus2_bid,stimulus2_height,stimulus2_id,stimulus2_imgObject,stimulus2_key,stimulus2_loaded,stimulus2_loadedTime,stimulus2_origHeight,stimulus2_origWidth,stimulus2_positionCoords,stimulus2_positionName,stimulus2_rescaleHeight,stimulus2_src,stimulus2_trialN,stimulus2_width,stimulus2_widthPercent,subjectID
2018-01-05 11:21:09,7.29,432,FigNewton_small,{},u,True,383.88,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/FigNewton_small.bmp,0,576,0.45,7.73,432,Slimjim,{},i,True,415.795,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/Slimjim.bmp,0,576,0.45,MDMMT_0001
2018-01-05 11:21:09,3.42,432,Crunch,{},u,True,2202.115,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/Crunch.bmp,1,576,0.45,3.06,432,PeanutMMs,{},i,True,2208.545,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/PeanutMMs.bmp,1,576,0.45,MDMMT_0001
2018-01-05 11:21:09,2.31,432,Keeblerfudgestripes,{},u,True,2885.875,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/Keeblerfudgestripes.bmp,2,576,0.45,4.25,432,FamousAmos_small,{},i,True,2886.8,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/FamousAmos_small.bmp,2,576,0.45,MDMMT_0001
2018-01-05 11:21:09,7.14,432,Lollipopred,{},u,True,3841.005,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/Lollipopred.bmp,3,576,0.45,7.4,432,Fritos,{},i,True,3846.555,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/Fritos.bmp,3,576,0.45,MDMMT_0001
2018-01-05 11:21:09,0.92,432,Milano,{},u,True,4372.48,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/Milano.bmp,4,576,0.45,3.42,432,Crunch,{},i,True,4357.27,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/Crunch.bmp,4,576,0.45,MDMMT_0001
2018-01-05 11:21:09,6.42,432,AnimalCrackers,{},u,True,5017.205,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/AnimalCrackers.bmp,5,576,0.45,6.92,432,starburst,{},i,True,5022.71,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/starburst.bmp,5,576,0.45,MDMMT_0001
2018-01-05 11:21:10,6.28,432,Funyuns_small,{},u,True,5675.49,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/Funyuns_small.bmp,6,576,0.45,7.4,432,Snickers,{},i,True,5682.685,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/Snickers.bmp,6,576,0.45,MDMMT_0001
2018-01-05 11:21:10,1.01,432,PopTartsStrawberry,{},u,True,6680.53,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/PopTartsStrawberry.bmp,7,576,0.45,3.7,432,Ghiradelli_milk_Almonds,{},i,True,6686.71,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/Ghiradelli_milk_Almonds.bmp,7,576,0.45,MDMMT_0001
2018-01-05 11:21:10,5.23,432,Ruffles,{},u,True,7238.745,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/Ruffles.bmp,8,576,0.45,5.14,432,Granolabar,{},i,True,7237.495,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/Granolabar.bmp,8,576,0.45,MDMMT_0001
2018-01-05 11:21:10,7.29,432,FigNewton_small,{},u,True,7804.555,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/FigNewton_small.bmp,9,576,0.45,4.87,432,Cheese_PeanutButterCrackers,{},i,True,7819.695,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/Cheese_PeanutButterCrackers.bmp,9,576,0.45,MDMMT_0001
2018-01-05 11:21:10,2.95,432,Cheetos,{},u,True,8440.705,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/Cheetos.bmp,10,576,0.45,3.34,432,100grand_small,{},i,True,8448.35,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/100grand_small.bmp,10,576,0.45,MDMMT_0001
2018-01-05 11:21:10,1.01,432,PopTartsStrawberry,{},u,True,8926.785,432,576,"[38.4, 94.5]",LEFT,False,/static/stim/PopTartsStrawberry.bmp,11,576,0.45,0.7,432,Sourpatch,{},i,True,8942.485,432,576,"[665.6, 94.5]",RIGHT,False,/static/stim/Sourpatch.bmp,11,576,0.45,MDMMT_0001
