date,delta,maxTrialTime,receivedResponse,rsp,rt,selected,stimulus1,stimulus1Bid,stimulus1Loaded,stimulus2,stimulus2Bid,stimulus2Loaded,subjectID,trialDuration,trialEndTime,trialN,trialStartTime
2018-01-02 15:53:15,-1.74,4000,True,u,370.01,Hersheymilk_several,Hersheymilk_several,8.53,True,starburst,6.79,True,MDMMT00002,370.01,634.685,0,264.675
2018-01-02 15:53:15,-3.86,4000,True,i,0.235,PayDay,MilkyWay,8.46,False,PayDay,4.6,False,MDMMT00002,0.235,1142.49,1,1142.255
2018-01-02 15:53:15,0.83,4000,True,u,2.69,SourSkittles,SourSkittles,3.07,False,FamousAmos_small,3.9,False,MDMMT00002,2.69,1654.485,2,1651.795
2018-01-02 15:53:15,0.62,4000,False,NaN,4004.93,NaN,Riprolls,3.06,True,AnimalCrackers,3.68,True,MDMMT00002,4004.93,6164.155,3,2159.225
2018-01-02 15:53:15,0.59,4000,False,NaN,4005.29,NaN,ChipsAhoy_small,3.09,True,AnimalCrackers,3.68,True,MDMMT00002,4005.29,10674.85,4,6669.56
2018-01-02 15:53:15,-0.17,4000,False,NaN,4004.535,NaN,TootsieRolls,8.73,True,FlamingCheetos,8.56,True,MDMMT00002,4004.535,15184.835,5,11180.3
2018-01-02 15:53:15,0.92,4000,False,NaN,4428.915,NaN,AnimalCrackers,3.68,True,PayDay,4.6,True,MDMMT00002,4428.915,20114.445,6,15685.53
2018-01-02 15:53:15,0.34,4000,False,NaN,4880.835,NaN,Cheese_PeanutButterCrackers,0.45,True,Toberlorone,0.79,True,MDMMT00002,4880.835,26114.34,7,21233.505
2018-01-02 15:53:15,1.27,4000,False,NaN,4879.665,NaN,Granolabar,4.82,True,Oreos,6.09,True,MDMMT00002,4879.665,32116.46,8,27236.795
2018-01-02 15:53:15,-0.39,4000,False,NaN,4943.885,NaN,MilkyWay,8.46,True,PeanutMMs,8.07,True,MDMMT00002,4943.885,38182.94,9,33239.055
2018-01-02 15:53:15,-3.76,4000,False,NaN,5094.72,NaN,FamousAmos_small,3.9,True,BabyRuth,0.14,True,MDMMT00002,5094.72,44288.87,10,39194.15
2018-01-02 15:53:15,3.83,4000,False,NaN,5196.465,NaN,Ruffles,0.7,True,RiceKrispyTreat_small,4.53,True,MDMMT00002,5196.465,50346.495,11,45150.03
2018-01-02 15:53:15,-0.41,4000,False,NaN,5362.41,NaN,Crunch,7.51,True,Fritos,7.1,True,MDMMT00002,5362.41,56481.92,12,51119.51
2018-01-02 15:53:15,-2.58,4000,False,NaN,5009.8,NaN,FigNewton_small,5.67,True,ChipsAhoy_small,3.09,True,MDMMT00002,5009.8,62227.845,13,57218.045
2018-01-02 15:53:15,1.53,4000,False,NaN,4004.915,NaN,Twix,7.03,True,FlamingCheetos,8.56,True,MDMMT00002,4004.915,66733.85,14,62728.935
2018-01-02 15:53:15,0.11,4000,False,NaN,4005.26,NaN,Goldfish,6.68,True,starburst,6.79,True,MDMMT00002,4005.26,71244.415,15,67239.155
2018-01-02 15:53:15,-0.48,4000,True,u,1132.685,Crunch,Crunch,7.51,True,Twix,7.03,True,MDMMT00002,1132.685,72881.805,16,71749.12
2018-01-02 15:53:15,-0.97,4000,True,i,146.33,FigNewton_small,Laysclassic,6.64,True,FigNewton_small,5.67,True,MDMMT00002,146.33,73534.585,17,73388.255
2018-01-02 15:53:15,0.51,4000,True,u,115.41,Hersheykisses,Hersheykisses,4.14,True,Almondjoy,4.65,True,MDMMT00002,115.41,74153.385,18,74037.975
