date,maxTrialTime,rating,receivedResponse,rt,stimulus1,stimulus1Loaded,subjectID,trialDuration,trialEndTime,trialN,trialStartTime
2018-01-03 13:10:15,NaN,4.92,True,821.96,AnimalCrackers,True,MDMMT0007,821.96,909.83,0,87.87
2018-01-03 13:10:15,NaN,6.7,True,287.95,Sourpatch,True,MDMMT0007,287.95,1200.645,1,912.695
2018-01-03 13:10:16,NaN,6.42,True,699.43,PeanutMMs,True,MDMMT0007,699.43,1902.53,2,1203.1
2018-01-03 13:10:16,NaN,6.42,True,144.095,Milano,True,MDMMT0007,144.095,2048.815,3,1904.72
2018-01-03 13:10:16,NaN,3.85,True,1464.185,Skittles,True,MDMMT0007,1464.185,3515.475,4,2051.29
2018-01-03 13:10:16,NaN,4.76,True,805.64,Granolabar,True,MDMMT0007,805.64,4322.93,5,3517.29
2018-01-03 13:10:16,NaN,5.84,True,239.835,Hersheykisses,True,MDMMT0007,239.835,4565.215,6,4325.38
2018-01-03 13:10:16,NaN,6.93,True,304.34,Ruffles,True,MDMMT0007,304.34,4872.08,7,4567.74
2018-01-03 13:10:16,NaN,7.32,True,337.455,PringlesRed,True,MDMMT0007,337.455,5211.81,8,4874.355
2018-01-03 13:10:16,NaN,5.01,True,222.92,Chocolate_mm,True,MDMMT0007,222.92,5437.675,9,5214.755
2018-01-03 13:10:16,NaN,3.09,True,385.15,Crunch,True,MDMMT0007,385.15,5825.285,10,5440.135
2018-01-03 13:10:16,NaN,1.6,True,255.805,Laysclassic,True,MDMMT0007,255.805,6083.695,11,5827.89
2018-01-03 13:10:16,NaN,1.01,True,313.33,TeddyGrahamschocolate,True,MDMMT0007,313.33,6399.58,12,6086.25
2018-01-03 13:10:16,NaN,2.32,True,271.97,TootsieRolls,True,MDMMT0007,271.97,6673.875,13,6401.905
2018-01-03 13:10:16,NaN,4.43,True,287.91,Slimjim,True,MDMMT0007,287.91,6964.255,14,6676.345
2018-01-03 13:10:16,NaN,6.64,True,289.12,Lollipopred,True,MDMMT0007,289.12,7255.51,15,6966.39
