date,maxTrialTime,rating,receivedResponse,rt,stimulus1,stimulus1Loaded,subjectID,trialDuration,trialEndTime,trialN,trialStartTime
2018-01-19 14:05:38,NaN,3.76,True,377.805,Twix,True,MDMMT_0019,377.805,15137.17,44,14759.365
2018-01-19 14:05:38,NaN,4.78,True,264.05,ChipsAhoy_small,True,MDMMT_0019,264.05,15403.375,45,15139.325
2018-01-19 14:05:38,NaN,7.42,True,273.945,Ghiradelli_milk_Almonds,True,MDMMT_0019,273.945,15678.895,46,15404.95
2018-01-19 14:05:38,NaN,8.43,True,329.425,Granolabar,True,MDMMT_0019,329.425,16009.795,47,15680.37
2018-01-19 14:05:38,NaN,6.6,True,264.32,Lollipopred,True,MDMMT_0019,264.32,16276.535,48,16012.215
2018-01-19 14:05:38,NaN,5.26,True,263.045,Crunch,True,MDMMT_0019,263.045,16542.74,49,16279.695
2018-01-19 14:05:38,NaN,3.92,True,264.66,RitzBitz2,True,MDMMT_0019,264.66,16809.82,50,16545.16
2018-01-19 14:05:38,NaN,2.65,True,255.63,PopTartsStrawberry,True,MDMMT_0019,255.63,17068.265,51,16812.635
2018-01-19 14:05:38,NaN,1.92,True,240.08,Laffytaffyred_one,True,MDMMT_0019,240.08,17310.41,52,17070.33
2018-01-19 14:05:38,NaN,1.35,True,305.025,MrsFields,True,MDMMT_0019,305.025,17617.89,53,17312.865
2018-01-19 14:05:38,NaN,2.18,True,272.635,CheesyDoritos,True,MDMMT_0019,272.635,17892.77,54,17620.135
2018-01-19 14:05:38,NaN,3.37,True,231.65,WheatThins,True,MDMMT_0019,231.65,18126.745,55,17895.095
2018-01-19 14:05:38,NaN,4.54,True,231.65,Doritosranch,True,MDMMT_0019,231.65,18360.865,56,18129.215
2018-01-19 14:05:38,NaN,6.06,True,247.795,Dots_one,True,MDMMT_0019,247.795,18611.41,57,18363.615
2018-01-19 14:05:38,NaN,7.6,True,239.96,3Musketeers,True,MDMMT_0019,239.96,18853.9,58,18613.94
2018-01-19 14:05:38,NaN,9.14,True,264.645,Nutterbutter,True,MDMMT_0019,264.645,19120.775,59,18856.13
